"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN","year","month","day"
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-19",0,20.55,30,11.1,1987,8,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-20",0,23.6,32.2,15,1987,8,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-21",0,15.85,26.1,5.6,1987,8,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-22",0,19.4,29.4,9.4,1987,8,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-23",0,21.65,32.2,11.1,1987,8,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-24",0,19.45,28.9,10,1987,8,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-25",5.1,19.75,30.6,8.9,1987,8,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-26",0,19.45,28.3,10.6,1987,8,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-27",0.3,22.8,31.7,13.9,1987,8,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-28",0,22.8,33.9,11.7,1987,8,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-29",0,21.4,32.2,10.6,1987,8,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-30",0,22.5,31.7,13.3,1987,8,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-08-31",0,25.3,35,15.6,1987,8,31
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-01",0,28.05,37.8,18.3,1987,9,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-02",0,27.5,35.6,19.4,1987,9,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-03",0,16.15,26.7,5.6,1987,9,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-04",0,17.2,24.4,10,1987,9,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-05",0,20.25,28.3,12.2,1987,9,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-06",0,20.85,28.9,12.8,1987,9,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-07",0,21.95,32.8,11.1,1987,9,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-08",0,21.7,32.8,10.6,1987,9,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-09",0,20.6,30.6,10.6,1987,9,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-10",0,23.85,34.4,13.3,1987,9,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-11",0,22.75,34.4,11.1,1987,9,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-12",0,21.1,33.3,8.9,1987,9,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-13",0,19.75,31.7,7.8,1987,9,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-14",0,16.65,24.4,8.9,1987,9,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-15",0,17.25,27.8,6.7,1987,9,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-16",0,13.35,18.9,7.8,1987,9,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-17",0,11.65,20,3.3,1987,9,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-18",0,15.25,24.4,6.1,1987,9,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-19",0,16.15,26.7,5.6,1987,9,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-20",0,18.35,27.8,8.9,1987,9,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-21",0,19.75,30.6,8.9,1987,9,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-22",1.8,20.8,33.3,8.3,1987,9,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-23",0,21.4,32.8,10,1987,9,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-24",0,20.55,31.1,10,1987,9,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-25",0,20.25,29.4,11.1,1987,9,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-26",2.8,11.65,20,3.3,1987,9,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-27",0.3,9.7,17.2,2.2,1987,9,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-28",0,12.8,21.7,3.9,1987,9,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-29",0,15,25.6,4.4,1987,9,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1987-09-30",0,15.8,27.2,4.4,1987,9,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-01",0,9.15,18.3,0,1988,3,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-02",0,8.05,12.8,3.3,1988,3,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-03",2.5,8.05,14.4,1.7,1988,3,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-04",0,4.15,10,-1.7,1988,3,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-05",9.1,7.75,16.1,-0.6,1988,3,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-06",6.4,4.75,8.9,0.6,1988,3,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-07",0.3,3.3,8.3,-1.7,1988,3,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-08",0,7.8,12.8,2.8,1988,3,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-09",5.6,7.8,15,0.6,1988,3,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-10",1.3,4.7,9.4,0,1988,3,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-11",0,2.25,7.8,-3.3,1988,3,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-12",0,4.45,11.1,-2.2,1988,3,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-13",0,4.75,11.7,-2.2,1988,3,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-14",0,8.65,15.6,1.7,1988,3,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-15",0,1.7,7.8,-4.4,1988,3,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-16",0,4.45,13.3,-4.4,1988,3,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-17",0,4.75,12.8,-3.3,1988,3,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-18",0,6.95,15,-1.1,1988,3,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-19",0,10.3,20,0.6,1988,3,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-20",0,9.15,18.9,-0.6,1988,3,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-21",1,11.4,16.1,6.7,1988,3,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-22",2.8,6.4,10,2.8,1988,3,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-23",4.8,9.15,15,3.3,1988,3,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-24",0,5.85,10,1.7,1988,3,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-25",1,5.8,8.3,3.3,1988,3,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-26",0,9.15,14.4,3.9,1988,3,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-27",20.3,7.5,14.4,0.6,1988,3,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-28",1,3.6,7.2,0,1988,3,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-29",11.7,4.45,8.9,0,1988,3,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-30",4.1,4.75,7.8,1.7,1988,3,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-03-31",0.3,5.3,10.6,0,1988,3,31
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-01",0,9.45,15,3.9,1988,4,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-02",0.3,12.8,20,5.6,1988,4,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-03",9.4,8.9,16.1,1.7,1988,4,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-04",0.5,6.65,12.2,1.1,1988,4,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-05",0.3,5.3,10,0.6,1988,4,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-06",0,11.4,17.8,5,1988,4,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-07",16.3,8.1,15.6,0.6,1988,4,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-08",0,5.25,9.4,1.1,1988,4,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-09",0,5.85,12.8,-1.1,1988,4,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-10",0,9.15,17.2,1.1,1988,4,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-11",0,13.6,22.8,4.4,1988,4,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-12",0,17.5,25.6,9.4,1988,4,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-13",0,18.3,27.2,9.4,1988,4,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-14",0,15.55,24.4,6.7,1988,4,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-15",0,13.9,20,7.8,1988,4,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-16",0.3,15,21.7,8.3,1988,4,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-17",0,16.1,22.2,10,1988,4,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-18",0.8,5.85,11.1,0.6,1988,4,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-19",0,11.7,17.8,5.6,1988,4,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-20",1.8,15,20.6,9.4,1988,4,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-21",3.3,10.8,13.3,8.3,1988,4,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-22",13,7.5,9.4,5.6,1988,4,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-23",0.3,8.6,12.8,4.4,1988,4,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-24",0,9.15,13.3,5,1988,4,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-25",0.3,6.65,14.4,-1.1,1988,4,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-26",0,8.6,13.9,3.3,1988,4,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-27",0,11.9,19.4,4.4,1988,4,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-28",0,14.15,23.9,4.4,1988,4,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-29",11.7,13.9,21.7,6.1,1988,4,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-04-30",7.4,8.3,14.4,2.2,1988,4,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-01",0.5,6.95,12.2,1.7,1988,5,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-02",0.3,6.95,12.2,1.7,1988,5,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-03",5.8,7.5,11.7,3.3,1988,5,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-04",0,7.75,14.4,1.1,1988,5,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-05",0,8.05,13.9,2.2,1988,5,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-06",0,11.65,16.1,7.2,1988,5,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-07",0,8.65,15.6,1.7,1988,5,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-08",0,12.25,18.9,5.6,1988,5,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-09",1.8,14.7,23.3,6.1,1988,5,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-10",0,15.3,21.7,8.9,1988,5,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-11",0,18.6,27.8,9.4,1988,5,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-12",0,23.6,32.2,15,1988,5,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-13",0.8,20.55,33.9,7.2,1988,5,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-14",1,12.8,18.9,6.7,1988,5,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-15",0,15,20,10,1988,5,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-16",0,19.45,30,8.9,1988,5,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-17",1.8,11.95,18.3,5.6,1988,5,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-18",0.5,11.1,16.1,6.1,1988,5,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-19",0.5,11.4,17.2,5.6,1988,5,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-20",0,15.3,22.8,7.8,1988,5,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-21",0,16.4,26.1,6.7,1988,5,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-22",0,21.4,31.7,11.1,1988,5,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-23",0,17.5,28.9,6.1,1988,5,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-24",4.1,15.85,22.8,8.9,1988,5,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-25",0,15.8,23.3,8.3,1988,5,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-26",0,14.45,23.9,5,1988,5,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-27",0.3,17.8,23.9,11.7,1988,5,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-28",0.3,17.8,23.9,11.7,1988,5,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-29",21.6,9.45,13.3,5.6,1988,5,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-30",0.3,9.45,13.9,5,1988,5,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-05-31",0,11.65,16.1,7.2,1988,5,31
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-01",6.6,12.75,17.2,8.3,1988,6,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-02",0.5,12.25,16.7,7.8,1988,6,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-03",0,16.95,26.7,7.2,1988,6,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-04",0.3,13.3,18.3,8.3,1988,6,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-05",4.1,10.3,12.8,7.8,1988,6,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-06",0.3,10.25,12.2,8.3,1988,6,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-07",0.3,12.8,16.7,8.9,1988,6,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-08",2.5,11.4,17.2,5.6,1988,6,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-09",0,11.95,16.7,7.2,1988,6,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-10",0.5,15.3,20,10.6,1988,6,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-11",0,12.5,20,5,1988,6,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-12",0,14.15,23.3,5,1988,6,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-13",0,16.65,24.4,8.9,1988,6,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-14",0,20.3,28.9,11.7,1988,6,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-15",0,22.5,32.2,12.8,1988,6,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-16",0,25.25,33.3,17.2,1988,6,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-17",0.8,25.3,35,15.6,1988,6,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-18",0,22.5,27.8,17.2,1988,6,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-19",0,18.9,27.8,10,1988,6,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-20",0,23.6,34.4,12.8,1988,6,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-21",0,21.95,32.2,11.7,1988,6,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-22",0,23.65,31.7,15.6,1988,6,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-23",0,25,32.8,17.2,1988,6,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-24",0,18.05,27.8,8.3,1988,6,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-25",0,23.05,31.7,14.4,1988,6,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-26",4.1,18.35,21.7,15,1988,6,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-27",7.1,20,28.9,11.1,1988,6,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-28",1.3,16.9,24.4,9.4,1988,6,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-29",2,14.45,21.1,7.8,1988,6,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-06-30",0,13.35,20.6,6.1,1988,6,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-01",0,19.15,28.3,10,1988,7,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-02",0,22.2,29.4,15,1988,7,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-03",0,21.1,29.4,12.8,1988,7,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-04",0,14.7,23.3,6.1,1988,7,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-05",0.5,17.2,23.3,11.1,1988,7,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-06",0.3,13.3,19.4,7.2,1988,7,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-07",0,17.5,24.4,10.6,1988,7,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-08",0,20.55,31.7,9.4,1988,7,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-09",0,23.35,35,11.7,1988,7,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-10",0,23.1,35.6,10.6,1988,7,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-11",0,23.85,33.3,14.4,1988,7,11
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-12",0,18.05,23.9,12.2,1988,7,12
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-13",0,17.8,20,15.6,1988,7,13
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-14",8.4,18.9,25,12.8,1988,7,14
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-15",0.3,17.2,25,9.4,1988,7,15
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-16",0,17.8,26.7,8.9,1988,7,16
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-17",0,20,28.3,11.7,1988,7,17
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-18",0,19.75,28.9,10.6,1988,7,18
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-19",0,22.8,32.8,12.8,1988,7,19
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-20",0,25,36.1,13.9,1988,7,20
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-21",0,26.1,37.8,14.4,1988,7,21
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-22",0,24.15,35,13.3,1988,7,22
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-23",0,23.6,32.2,15,1988,7,23
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-24",0,23.65,31.7,15.6,1988,7,24
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-25",0,25.55,37.8,13.3,1988,7,25
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-26",0,26.95,38.3,15.6,1988,7,26
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-27",0,26.65,38.9,14.4,1988,7,27
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-28",0,26.1,33.9,18.3,1988,7,28
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-29",0,21.4,31.1,11.7,1988,7,29
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-30",0,23.9,35,12.8,1988,7,30
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-07-31",0,25,34.4,15.6,1988,7,31
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-01",0,21.95,30.6,13.3,1988,8,1
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-02",0,16.4,25.6,7.2,1988,8,2
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-03",0,18.6,27.8,9.4,1988,8,3
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-04",0,23.9,32.8,15,1988,8,4
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-05",0,23.35,35,11.7,1988,8,5
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-06",0,21.95,30.6,13.3,1988,8,6
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-07",0,16.1,25,7.2,1988,8,7
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-08",0,19.2,27.8,10.6,1988,8,8
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-09",0,21.7,31.7,11.7,1988,8,9
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-10",0,23.9,32.2,15.6,1988,8,10
"USC00452030","DAYTON 1 WSW, WA US",46.3152,-118.0022,474.6,"1988-08-11",0,20.3,30,10.6,1988,8,11
